cid,status,smiles,pLDDT,pTM,ipTM,ipTM_best,lig_iptm,confidence,confidence_best,affinity_log_kd_uM,affinity_kd_uM,affinity_pkd,affinity_prob_binder,elapsed_s,n_pdbs,n_models,pred_dir
FM001452_analog_0133,ok,Cc1cccc(COc2cccc(N)c2)c1,0.897,0.9219,0.7266,0.7266,0.7266,0.8629,0.8629,1.052,11.26,4.948,0.3446,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0133/boltz_results_FM001452_analog_0133/predictions/FM001452_analog_0133
FM001452_analog_0154,ok,Nc1cccc(OCc2ccc(C(=O)O)cc2)c1,0.9312,0.9364,0.8932,0.8932,0.8932,0.9236,0.9236,1.019,10.444,4.981,0.4409,81.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0154/boltz_results_FM001452_analog_0154/predictions/FM001452_analog_0154
FM001452_analog_0140,ok,CCCc1cccc(COc2cccc(N)c2)c1,0.8981,0.916,0.7268,0.736,0.7268,0.8638,0.8638,1.201,15.879,4.799,0.5011,81.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0140/boltz_results_FM001452_analog_0140/predictions/FM001452_analog_0140
FM001452_analog_0016,ok,CS(=O)(=O)c1ccc(OCc2ccccc2)cc1N,0.8824,0.9211,0.8274,0.8274,0.8274,0.8714,0.8714,1.127,13.386,4.873,0.4272,80.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0016/boltz_results_FM001452_analog_0016/predictions/FM001452_analog_0016
FM001452_analog_0019,ok,CN(C)Cc1ccc(OCc2ccccc2)cc1N,0.8848,0.9116,0.8118,0.8118,0.8118,0.8702,0.8702,1.047,11.156,4.953,0.4672,80.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0019/boltz_results_FM001452_analog_0019/predictions/FM001452_analog_0019
FM001452_analog_0023,ok,Nc1cc(OCc2ccccc2)ccc1OCCO,0.8952,0.9296,0.8236,0.8236,0.8236,0.8809,0.8809,0.73,5.364,5.27,0.3789,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0023/boltz_results_FM001452_analog_0023/predictions/FM001452_analog_0023
FM001452_analog_0041,ok,CCOc1cc(N)cc(OCc2ccccc2)c1,0.8839,0.923,0.794,0.794,0.794,0.8659,0.8659,0.803,6.36,5.197,0.3218,79.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0041/boltz_results_FM001452_analog_0041/predictions/FM001452_analog_0041
FM001452_analog_0039,ok,Nc1cc(OCc2ccccc2)cc(C(=O)O)c1,0.8887,0.9114,0.8564,0.8616,0.8564,0.8822,0.8822,0.959,9.096,5.041,0.4355,79.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0039/boltz_results_FM001452_analog_0039/predictions/FM001452_analog_0039
FM001452_analog_0076,ok,Cc1ccc(N)cc1OCc1ccccc1,0.8988,0.9062,0.765,0.765,0.765,0.8721,0.8721,1.233,17.089,4.767,0.4645,79.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0076/boltz_results_FM001452_analog_0076/predictions/FM001452_analog_0076
FM001452_analog_0017,ok,Nc1cc(OCc2ccccc2)ccc1S(N)(=O)=O,0.8736,0.9243,0.8145,0.8145,0.8145,0.8618,0.8618,0.768,5.865,5.232,0.3779,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0017/boltz_results_FM001452_analog_0017/predictions/FM001452_analog_0017
FM001452_analog_0018,ok,NC(=O)c1ccc(OCc2ccccc2)cc1N,0.889,0.9178,0.7496,0.7496,0.7496,0.8611,0.8611,1.001,10.022,4.999,0.5239,81.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0018/boltz_results_FM001452_analog_0018/predictions/FM001452_analog_0018
FM001452_analog_0026,ok,CCCc1ccc(OCc2ccccc2)cc1N,0.8848,0.9208,0.8169,0.8169,0.8169,0.8712,0.8712,0.663,4.605,5.337,0.527,78.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0026/boltz_results_FM001452_analog_0026/predictions/FM001452_analog_0026
FM001452_analog_0158,ok,CS(=O)(=O)c1ccc(COc2cccc(N)c2)cc1,0.8967,0.9035,0.7372,0.7372,0.7372,0.8648,0.8648,1.058,11.437,4.942,0.4327,84.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0158/boltz_results_FM001452_analog_0158/predictions/FM001452_analog_0158
FM001452_analog_0008,ok,CS(=O)(=O)Nc1cccc(OCc2ccccc2)c1,0.89,0.9131,0.7726,0.7726,0.7726,0.8665,0.8665,0.845,6.991,5.155,0.2486,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0008/boltz_results_FM001452_analog_0008/predictions/FM001452_analog_0008
FM001452_analog_0189,ok,Cc1c(N)cccc1OCc1ccccc1,0.9032,0.9163,0.7549,0.7549,0.7549,0.8735,0.8735,1.085,12.155,4.915,0.6106,80.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0189/boltz_results_FM001452_analog_0189/predictions/FM001452_analog_0189
FM001452_analog_0139,ok,CCc1cccc(COc2cccc(N)c2)c1,0.8974,0.917,0.6873,0.6969,0.6873,0.8554,0.8554,0.806,6.399,5.194,0.405,80.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0139/boltz_results_FM001452_analog_0139/predictions/FM001452_analog_0139
FM001452_analog_0012,ok,Nc1cc(OCc2ccccc2)ccc1C(=O)O,0.8893,0.9313,0.7462,0.7462,0.7462,0.8607,0.8607,1.056,11.369,4.944,0.4306,79.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0012/boltz_results_FM001452_analog_0012/predictions/FM001452_analog_0012
FM001452_analog_0014,ok,CCOc1ccc(OCc2ccccc2)cc1N,0.8952,0.924,0.7992,0.7992,0.7992,0.876,0.876,0.749,5.617,5.251,0.3401,80.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0014/boltz_results_FM001452_analog_0014/predictions/FM001452_analog_0014
FM001452_analog_0015,ok,Nc1cc(OCc2ccccc2)ccc1C(F)(F)F,0.8932,0.9203,0.7394,0.7394,0.7394,0.8624,0.8624,1.063,11.556,4.937,0.4782,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0015/boltz_results_FM001452_analog_0015/predictions/FM001452_analog_0015
FM001452_analog_0022,ok,N#Cc1ccc(OCc2ccccc2)cc1N,0.9058,0.9253,0.768,0.768,0.768,0.8782,0.8782,0.841,6.941,5.159,0.522,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0022/boltz_results_FM001452_analog_0022/predictions/FM001452_analog_0022
FM001452_analog_0027,ok,CC(C)c1ccc(OCc2ccccc2)cc1N,0.8888,0.9296,0.7618,0.7654,0.7618,0.8634,0.8634,0.708,5.107,5.292,0.5596,79.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0027/boltz_results_FM001452_analog_0027/predictions/FM001452_analog_0027
FM001452_analog_0013,ok,COc1ccc(OCc2ccccc2)cc1N,0.8973,0.9279,0.8511,0.8511,0.8511,0.888,0.888,0.597,3.952,5.403,0.5335,80.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0013/boltz_results_FM001452_analog_0013/predictions/FM001452_analog_0013
FM001452_analog_0024,ok,Nc1cc(OCc2ccccc2)ccc1CO,0.9004,0.9235,0.725,0.7753,0.725,0.8653,0.8653,0.666,4.629,5.334,0.3717,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0024/boltz_results_FM001452_analog_0024/predictions/FM001452_analog_0024
FM001452_analog_0043,ok,CS(=O)(=O)c1cc(N)cc(OCc2ccccc2)c1,0.8964,0.9194,0.8646,0.8646,0.8646,0.89,0.89,1.005,10.117,4.995,0.3456,81.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0043/boltz_results_FM001452_analog_0043/predictions/FM001452_analog_0043
FM001452_analog_0025,ok,CCc1ccc(OCc2ccccc2)cc1N,0.8958,0.9257,0.7562,0.7645,0.7562,0.8679,0.8679,0.688,4.88,5.312,0.5266,79.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0025/boltz_results_FM001452_analog_0025/predictions/FM001452_analog_0025
FM001452_analog_0028,ok,NCc1ccc(OCc2ccccc2)cc1N,0.9072,0.9327,0.8727,0.8727,0.8727,0.9003,0.9003,1.256,18.032,4.744,0.343,80.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0028/boltz_results_FM001452_analog_0028/predictions/FM001452_analog_0028
FM001452_analog_0134,ok,Nc1cccc(COc2cccc(N)c2)c1,0.9023,0.9141,0.7592,0.7592,0.7592,0.8737,0.8737,0.837,6.865,5.163,0.4094,80.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0134/boltz_results_FM001452_analog_0134/predictions/FM001452_analog_0134
FM001452_analog_0129,ok,CS(=O)(=O)c1cccc(COc2cccc(N)c2)c1,0.8932,0.9097,0.7465,0.758,0.7465,0.8638,0.8638,0.5,3.162,5.5,0.3111,79.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0129/boltz_results_FM001452_analog_0129/predictions/FM001452_analog_0129
FM001452_analog_0010,ok,Nc1cc(OCc2ccccc2)ccc1F,0.9087,0.9297,0.748,0.748,0.748,0.8766,0.8766,1.243,17.501,4.757,0.5275,80.8,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0010/boltz_results_FM001452_analog_0010/predictions/FM001452_analog_0010
FM001452_analog_0011,ok,Nc1cc(OCc2ccccc2)ccc1Cl,0.9084,0.9191,0.624,0.624,0.624,0.8515,0.8515,1.002,10.045,4.998,0.5154,80.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0011/boltz_results_FM001452_analog_0011/predictions/FM001452_analog_0011
FM001452_analog_0020,ok,Cc1ccc(OCc2ccccc2)cc1N,0.9056,0.9146,0.7314,0.7314,0.7314,0.8707,0.8707,0.862,7.286,5.138,0.5133,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0020/boltz_results_FM001452_analog_0020/predictions/FM001452_analog_0020
FM001452_analog_0156,ok,CCOc1ccc(COc2cccc(N)c2)cc1,0.9037,0.8916,0.678,0.7018,0.678,0.8585,0.8585,0.754,5.674,5.246,0.4469,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM001452_analog_0156/boltz_results_FM001452_analog_0156/predictions/FM001452_analog_0156
FM002150_analog_0029,ok,O=C(O)COCc1ccccc1C1CCNCC1,0.9,0.9015,0.7874,0.7874,0.7874,0.8775,0.8775,1.507,32.152,4.493,0.2547,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0029/boltz_results_FM002150_analog_0029/predictions/FM002150_analog_0029
FM002150_analog_0026,ok,O=C(O)COCc1ccccc1-c1ccoc1,0.8926,0.9152,0.7365,0.7365,0.7365,0.8613,0.8613,1.165,14.61,4.835,0.2719,79.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0026/boltz_results_FM002150_analog_0026/predictions/FM002150_analog_0026
FM002150_analog_0028,ok,O=C(O)COCc1ccccc1C1CCCCC1,0.8943,0.9134,0.8119,0.8119,0.8119,0.8778,0.8778,0.923,8.375,5.077,0.181,79.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0028/boltz_results_FM002150_analog_0028/predictions/FM002150_analog_0028
FM002150_analog_0024,ok,O=C(O)COCc1ccccc1-c1ccncc1,0.8853,0.9235,0.7626,0.7626,0.7626,0.8608,0.8608,1.325,21.149,4.675,0.3818,80.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0024/boltz_results_FM002150_analog_0024/predictions/FM002150_analog_0024
FM002150_analog_0055,ok,O=C(O)COCc1cccc(-c2ccoc2)c1,0.9001,0.9212,0.7849,0.825,0.7849,0.8771,0.8771,1.06,11.487,4.94,0.3676,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0055/boltz_results_FM002150_analog_0055/predictions/FM002150_analog_0055
FM002150_analog_0082,ok,O=C(O)COCc1ccc(-c2ccoc2)cc1,0.8813,0.9048,0.8229,0.8229,0.8229,0.8696,0.8696,0.669,4.662,5.331,0.3836,80.5,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0082/boltz_results_FM002150_analog_0082/predictions/FM002150_analog_0082
FM002150_analog_0030,ok,O=C(O)COCc1ccccc1C1CCOCC1,0.91,0.9009,0.719,0.7448,0.719,0.8718,0.8718,1.362,23.025,4.638,0.1901,81.0,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0030/boltz_results_FM002150_analog_0030/predictions/FM002150_analog_0030
FM002150_analog_0058,ok,O=C(O)COCc1cccc(C2CCNCC2)c1,0.8928,0.9056,0.7237,0.7237,0.7237,0.859,0.859,1.754,56.723,4.246,0.2465,78.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0058/boltz_results_FM002150_analog_0058/predictions/FM002150_analog_0058
FM002150_analog_0059,ok,O=C(O)COCc1cccc(C2CCOCC2)c1,0.9034,0.8945,0.7686,0.7686,0.7686,0.8765,0.8765,1.067,11.667,4.933,0.1839,78.9,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0059/boltz_results_FM002150_analog_0059/predictions/FM002150_analog_0059
FM002150_analog_0031,ok,CN1CCC(c2ccccc2COCC(=O)O)CC1,0.9102,0.9194,0.8289,0.8289,0.8289,0.8939,0.8939,1.76,57.595,4.24,0.191,79.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0031/boltz_results_FM002150_analog_0031/predictions/FM002150_analog_0031
FM002150_analog_0009,ok,CS(=O)(=O)c1ccccc1COCC(=O)O,0.8961,0.9245,0.8162,0.8162,0.8162,0.8801,0.8801,1.085,12.167,4.915,0.2415,80.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0009/boltz_results_FM002150_analog_0009/predictions/FM002150_analog_0009
FM002150_analog_0010,ok,NS(=O)(=O)c1ccccc1COCC(=O)O,0.8977,0.8938,0.7022,0.7116,0.7022,0.8586,0.8586,0.684,4.828,5.316,0.2823,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0010/boltz_results_FM002150_analog_0010/predictions/FM002150_analog_0010
FM002150_analog_0085,ok,O=C(O)COCc1ccc(C2CCNCC2)cc1,0.8835,0.9067,0.7055,0.7055,0.7055,0.8479,0.8479,1.312,20.522,4.688,0.2522,80.3,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0085/boltz_results_FM002150_analog_0085/predictions/FM002150_analog_0085
FM002150_analog_0086,ok,O=C(O)COCc1ccc(C2CCOCC2)cc1,0.9113,0.9012,0.7385,0.7385,0.7385,0.8767,0.8767,1.047,11.138,4.953,0.2338,79.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0086/boltz_results_FM002150_analog_0086/predictions/FM002150_analog_0086
FM002150_analog_0025,ok,O=C(O)COCc1ccccc1-c1ccccn1,0.8765,0.9038,0.7463,0.7463,0.7463,0.8505,0.8505,1.664,46.113,4.336,0.2802,80.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0025/boltz_results_FM002150_analog_0025/predictions/FM002150_analog_0025
FM002150_analog_0008,ok,O=C(O)COCc1ccccc1C(F)(F)F,0.9017,0.9058,0.6731,0.6731,0.6731,0.856,0.856,1.847,70.266,4.153,0.1596,79.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0008/boltz_results_FM002150_analog_0008/predictions/FM002150_analog_0008
FM002150_analog_0012,ok,CN(C)Cc1ccccc1COCC(=O)O,0.9235,0.9161,0.8075,0.8075,0.8075,0.9003,0.9003,2.087,122.158,3.913,0.2274,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0012/boltz_results_FM002150_analog_0012/predictions/FM002150_analog_0012
FM002150_analog_0021,ok,CC(C)c1ccccc1COCC(=O)O,0.9063,0.9143,0.813,0.813,0.813,0.8877,0.8877,1.233,17.117,4.767,0.1943,79.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0021/boltz_results_FM002150_analog_0021/predictions/FM002150_analog_0021
FM002150_analog_0023,ok,CN(C)c1ccccc1COCC(=O)O,0.8902,0.9093,0.7583,0.7583,0.7583,0.8638,0.8638,1.476,29.889,4.524,0.255,80.7,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0023/boltz_results_FM002150_analog_0023/predictions/FM002150_analog_0023
FM002150_analog_0057,ok,O=C(O)COCc1cccc(C2CCCCC2)c1,0.9128,0.9168,0.8142,0.8217,0.8142,0.8931,0.8931,0.575,3.757,5.425,0.2092,86.4,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0057/boltz_results_FM002150_analog_0057/predictions/FM002150_analog_0057
FM002150_analog_0084,ok,O=C(O)COCc1ccc(C2CCCCC2)cc1,0.9074,0.9047,0.8081,0.8081,0.8081,0.8876,0.8876,0.639,4.355,5.361,0.3523,81.2,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0084/boltz_results_FM002150_analog_0084/predictions/FM002150_analog_0084
FM002150_analog_0027,ok,O=C(O)COCc1ccccc1-c1ccsc1,0.8958,0.8807,0.8531,0.8531,0.8531,0.8872,0.8872,0.969,9.307,5.031,0.2218,79.1,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0027/boltz_results_FM002150_analog_0027/predictions/FM002150_analog_0027
FM002150_analog_0039,ok,NS(=O)(=O)c1cccc(COCC(=O)O)c1,0.9091,0.9131,0.837,0.837,0.837,0.8947,0.8947,0.8,6.316,5.2,0.2617,79.6,3,3,TBXT/data/variants/variant2_full_pool_boltz/boltz_runs/FM002150_analog_0039/boltz_results_FM002150_analog_0039/predictions/FM002150_analog_0039
